"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","27.6% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","29.1% ","5.27% ","suppressed","suppressed","suppressed","suppressed","suppressed","suppressed","6.37% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","26.7% ","suppressed","65.4% ","44.3% ","31.2% ","23.4% ","suppressed","25.7% ","2.40% ","suppressed","1.53% ","7.34% ","5.92% ","2.28% ","suppressed","2.41% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","25.8% ","suppressed","suppressed","62.1% ","37.7% ","21.3% ","suppressed","26.0% ","2.55% ","suppressed","suppressed","6.18% ","0.96% ","2.04% ","suppressed","2.83% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","36.5% ","suppressed","suppressed","47.9% ","35.7% ","29.4% ","42.0% ","34.6% ","3.71% ","suppressed","suppressed","6.75% ","7.50% ","4.47% ","6.89% ","4.53% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","22.8% ","suppressed","suppressed","suppressed","26.9% ","22.8% ","suppressed","23.3% ","1.81% ","suppressed","suppressed","suppressed","3.67% ","2.03% ","suppressed","1.86% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","24.0% ","suppressed","16.0%*","25.8% ","24.5% ","23.9% ","21.4% ","24.4% ","2.23% ","suppressed","5.43%*","4.07% ","3.20% ","3.25% ","3.93% ","2.49% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","4.3%*","suppressed","suppressed","16.0%*","2.0%*","0% ","21.0%*","2.2%*","1.77%*","suppressed","suppressed","10.90%*","2.01%*","0% ","9.51%*","1.39%*"
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","68.5% ","suppressed","0% ","25.4%*","46.1% ","87.9% ","21.7%*","74.2% ","5.56% ","suppressed","0% ","13.24%*","11.60% ","4.94% ","11.90%*","5.73% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","23.3% ","suppressed","16.1%*","23.5% ","21.9% ","30.5% ","19.2% ","25.3% ","2.21% ","suppressed","5.46%*","3.38% ","4.14% ","5.10% ","3.63% ","2.64% "
"II.D.6","Percent of private-sector employees enrolled in a self-insured health insurance plan that have family coverage","24.3% ","suppressed","suppressed","suppressed","28.4% ","23.2% ","suppressed","24.1% ","3.10% ","suppressed","suppressed","suppressed","4.88% ","3.48% ","suppressed","3.14% "
