"Table No.","Table Description","Total","Less than 10 employees","10-24 employees","25-99 employees","100-999 employees","1000 or more employees","Less than 50 employees","50 or more employees","Std. Err. Total","Std. Err. Less than 10 employees","Std. Err. 10-24 employees","Std. Err. 25-99 employees","Std. Err. 100-999 employees","Std. Err. 1000 or more employees","Std. Err. Less than 50 employees","Std. Err. 50 or more employees"
"II.D.1.c","Average total family premium (in dollars) for any-provider plans per enrolled employee at establishments that offer health insurance","29,275 ","suppressed","suppressed","25,571 ","32,263 ","30,976 ","19,838 ","30,894 ","1541.31 ","suppressed","suppressed","1280.19 ","3341.67 ","1930.15 ","3049.73 ","1602.88 "
"II.D.1.d","Average total family premium (in dollars) for purchased plans per enrolled employee at private-sector establishments that offer health insurance","26,558 ","25,478 ","21,915 ","25,627 ","28,051 ","27,514 ","23,444 ","27,785 ","779.94 ","3370.41 ","3193.24 ","1517.20 ","1457.46 ","873.71 ","1873.91 ","774.97 "
"II.D.1.e","Average total family premium (in dollars) for self-insured plans per enrolled employee at private-sector establishments that offer health insurance","27,562 ","suppressed","suppressed","23,033 ","25,010 ","28,006 ","22,762 ","27,684 ","704.45 ","suppressed","suppressed","3687.35 ","1987.40 ","773.81 ","4494.08 ","716.28 "
"II.D.2","Average total employee contribution (in dollars) per enrolled employee for family coverage at establishments that offer health insurance","7,847 ","3,457*","9,449 ","9,917 ","8,298 ","7,625 ","7,166 ","7,972 ","472.62 ","1354.87*","1825.01 ","1392.11 ","1059.71 ","628.93 ","1048.58 ","526.58 "
"II.D.2.a","Average total employee contribution (in dollars) for exclusive-provider plans per enrolled employee for family coverage at establishments that offer health insurance","6,526 ","suppressed","6,603*","8,893 ","7,297 ","5,999 ","4,709 ","7,082 ","550.37 ","suppressed","2294.82*","1226.05 ","1320.63 ","488.71 ","1194.95 ","632.45 "
"II.D.2.b","Average total employee contribution (in dollars) for mixed-provider plans per enrolled employee for family coverage at establishments that offer health insurance","7,634 ","suppressed","12,723 ","13,389 ","9,700 ","6,654 ","9,880 ","7,364 ","540.89 ","suppressed","2006.55 ","2058.31 ","1511.43 ","548.18 ","1551.61 ","562.95 "
"II.D.2.c","Average total employee contribution (in dollars) for any-provider plans per enrolled employee for family coverage at establishments that offer health insurance","12,388 ","suppressed","suppressed","suppressed","8,027*","14,776 ","suppressed","12,954 ","2665.38 ","suppressed","suppressed","suppressed","2569.78*","3616.03 ","suppressed","3027.91 "
"II.D.2.d","Average total employee contribution (in dollars) for purchased plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","7,511 ","3,605*","8,888 ","9,925 ","7,700 ","6,963 ","6,910 ","7,747 ","573.52 ","1425.30*","1861.01 ","1475.01 ","1092.47 ","871.36 ","1043.99 ","696.44 "
"II.D.2.e","Average total employee contribution (in dollars) for self-insured plans per enrolled employee for family coverage at private-sector establishments that offer health insurance","8,188 ","suppressed","suppressed","suppressed","10,112 ","7,884 ","suppressed","8,139 ","744.59 ","suppressed","suppressed","suppressed","2258.35 ","797.95 ","suppressed","753.89 "
"II.D.3","Percent of total premiums contributed (in dollars) by employees enrolled in family coverage at establishments that offer health insurance","29.0% ","14.0%*","41.5% ","38.9% ","30.4% ","27.4% ","30.6% ","28.7% ","1.74% ","5.69%*","5.17% ","5.75% ","3.60% ","2.32% ","4.17% ","1.91% "
"II.D.3.a","Percent of total premiums for exclusive-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","25.6% ","suppressed","37.6% ","35.7% ","29.3% ","21.2% ","22.6% ","26.3% ","1.96% ","suppressed","7.15% ","3.99% ","5.05% ","1.74% ","5.27% ","2.11% "
"II.D.3.b","Percent of total premiums for mixed-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","27.7% ","suppressed","43.8% ","51.0% ","32.8% ","24.6% ","35.4% ","26.8% ","1.95% ","suppressed","6.91% ","10.18% ","5.25% ","1.97% ","6.91% ","2.00% "
"II.D.3.c","Percent of total premiums for any-provider plans contributed by employees enrolled in family coverage at establishments that offer health insurance","42.3% ","suppressed","suppressed","suppressed","24.9%*","47.7% ","suppressed","41.9% ","8.12% ","suppressed","suppressed","suppressed","9.95%*","10.14% ","suppressed","8.92% "
"II.D.3.d","Percent of total premiums for purchased plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","28.3% ","14.2%*","40.6% ","38.7% ","27.4% ","25.3% ","29.5% ","27.9% ","2.10% ","5.76%*","4.96% ","6.07% ","3.41% ","3.32% ","4.14% ","2.43% "
"II.D.3.e","Percent of total premiums for self-insured plans contributed by employees enrolled in family coverage at private-sector establishments that offer health insurance","29.7% ","suppressed","suppressed","42.5% ","40.4% ","28.2% ","suppressed","29.4% ","2.74% ","suppressed","suppressed","4.11% ","7.89% ","2.91% ","suppressed","2.76% "
"II.D.4","Percent of employees enrolled in a health insurance plan that have family coverage","21.9% ","25.8% ","22.5% ","17.3% ","20.4% ","23.0% ","22.0% ","21.9% ","0.96% ","5.74% ","3.28% ","2.29% ","2.58% ","1.20% ","2.46% ","1.04% "
"II.D.4.a","Percent of employees enrolled in a health insurance plan that have family coverage that required no employee contribution","12.0% ","55.2% ","28.3%*","21.9%*","9.5%*","6.0%*","34.8% ","7.8% ","2.41% ","13.67% ","11.41%*","8.09%*","4.49%*","2.73%*","7.37% ","2.33% "
"II.D.4.b","Percent of private-sector employees enrolled in a health insurance plan that have family coverage that are enrolled in a self-insured plan","49.7% ","suppressed","12.7%*","6.0%*","24.8% ","71.9% ","8.0%*","57.3% ","4.35% ","suppressed","7.70%*","2.42%*","7.39% ","5.28% ","3.67%*","5.00% "
"II.D.5","Percent of private-sector employees enrolled in a purchased health insurance plan that have family coverage","21.0% ","26.6% ","22.0% ","17.6% ","21.4% ","20.8% ","22.1% ","20.6% ","1.48% ","6.08% ","3.51% ","2.43% ","3.32% ","2.28% ","2.61% ","1.77% "
